time_s,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0.00000000,0.27729100,0.77772800,-0.22960308,-0.47562708,0.84737354,0.40012900,0.04637446,-0.92155100,-0.68531373,0.55933614,0.04091604,-0.54053893,0.17223632,0.79725261
0.02000000,0.27729831,0.77772800,-0.22959400,-0.47563261,0.84736900,0.40013631,0.04637900,-0.92153639,-0.68569050,0.55910726,0.04016586,-0.54032149,0.17244782,0.79752396
0.04000000,0.27729578,0.77772078,-0.22959400,-0.47563478,0.84737622,0.40014100,0.04637178,-0.92152700,-0.68612644,0.55871594,0.03918955,-0.53997721,0.17273846,0.79788414
0.06000000,0.27729100,0.77772307,-0.22960813,-0.47563000,0.84737393,0.40014100,0.04636700,-0.92150580,-0.68663747,0.55820053,0.03804233,-0.53959359,0.17302746,0.79833821
0.08000000,0.27729790,0.77772800,-0.22961800,-0.47563000,0.84737590,0.40013410,0.04636010,-0.92147719,-0.68724318,0.55747744,0.03665236,-0.53914277,0.17334314,0.79884132
0.10000000,0.27730300,0.77772800,-0.22960442,-0.47563679,0.84737421,0.40012900,0.04636179,-0.92144663,-0.68793668,0.55659546,0.03499029,-0.53860662,0.17370595,0.79939898
0.12000000,0.27730300,0.77772800,-0.22959400,-0.47564200,0.84738241,0.40012900,0.04637370,-0.92141759,-0.68864889,0.55553700,0.03307054,-0.53801232,0.17410829,0.80005389
0.14000000,0.27729637,0.77772137,-0.22958737,-0.47564863,0.84738637,0.40012237,0.04637237,-0.92138047,-0.68957719,0.55429126,0.03086123,-0.53728824,0.17457034,0.80080313
0.16000000,0.27729757,0.77772257,-0.22957543,-0.47564086,0.84736786,0.40012357,0.04637357,-0.92129987,-0.69088297,0.55299201,0.02818450,-0.53647624,0.17510479,0.80159662
0.18000000,0.27730300,0.77773451,-0.22958302,-0.47563000,0.84737002,0.40012900,0.04637900,-0.92112784,-0.69242783,0.55154922,0.02523909,-0.53565332,0.17568998,0.80245425
0.20000000,0.27729658,0.77773358,-0.22959400,-0.47564283,0.84738100,0.40012900,0.04637258,-0.92077377,-0.69409676,0.54988246,0.02203925,-0.53483335,0.17634844,0.80346076
0.22000000,0.27728469,0.77772800,-0.22959400,-0.47564769,0.84737469,0.40012900,0.04637331,-0.92017162,-0.69612124,0.54799220,0.01841645,-0.53392580,0.17715572,0.80466073
0.24000000,0.27727900,0.77772180,-0.22959400,-0.47564200,0.84736900,0.40013520,0.04637900,-0.91928019,-0.69832675,0.54571855,0.01483278,-0.53296449,0.17804669,0.80600470
0.26000000,0.27727288,0.77771600,-0.22959400,-0.47564200,0.84737512,0.40014712,0.04637900,-0.91822111,-0.70031601,0.54308646,0.01161334,-0.53203661,0.17898808,0.80732363
0.28000000,0.27726094,0.77772206,-0.22959400,-0.47564200,0.84738100,0.40013482,0.04636688,-0.91694168,-0.70249178,0.54007682,0.00819085,-0.53091245,0.18027479,0.80873929
0.30000000,0.27726699,0.77772200,-0.22958800,-0.47564200,0.84737500,0.40013499,0.04636699,-0.91529550,-0.70518720,0.53689985,0.00408822,-0.52929003,0.18183058,0.81036054
0.32000000,0.27729083,0.77772191,-0.22958200,-0.47563017,0.84736309,0.40014709,0.04637900,-0.91351620,-0.70771294,0.53406576,-0.00022106,-0.52769276,0.18325941,0.81196776
0.34000000,0.27729138,0.77772800,-0.22958781,-0.47563543,0.84737443,0.40014100,0.04637319,-0.91127660,-0.70970073,0.53117450,-0.00498360,-0.52617781,0.18457791,0.81373306
0.36000000,0.27726755,0.77772227,-0.22959400,-0.47565400,0.84737582,0.40014100,0.04637273,-0.90848127,-0.71165351,0.52835536,-0.01061397,-0.52441060,0.18577881,0.81559502
0.38000000,0.27723243,0.77771600,-0.22959400,-0.47565964,0.84736264,0.40012971,0.04637900,-0.90556429,-0.71392743,0.52600874,-0.01659035,-0.52249130,0.18687247,0.81736503
0.40000000,0.27717939,0.77771600,-0.22959952,-0.47566048,0.84739109,0.40012805,0.04637900,-0.90218200,-0.71657806,0.52337056,-0.02279458,-0.52016039,0.18804842,0.81931361
0.42000000,0.27714700,0.77771058,-0.22961142,-0.47565400,0.84739531,0.40013016,0.04637358,-0.89857221,-0.71982045,0.52045945,-0.02891300,-0.51751340,0.18946948,0.82155134
0.44000000,0.27711482,0.77770936,-0.22960727,-0.47566473,0.84737973,0.40012236,0.04636700,-0.89512910,-0.72385684,0.51746144,-0.03466038,-0.51512362,0.19113496,0.82403081
0.46000000,0.27711741,0.77771600,-0.22958870,-0.47567270,0.84738240,0.40012370,0.04636700,-0.89137604,-0.72826430,0.51379212,-0.04048512,-0.51318789,0.19303595,0.82660870
0.48000000,0.27717624,0.77771600,-0.22958200,-0.47565029,0.84737424,0.40013271,0.04636176,-0.88762081,-0.73257238,0.50969364,-0.04680482,-0.51120099,0.19509271,0.82921430
0.50000000,0.27718300,0.77771600,-0.22959752,-0.47564552,0.84738100,0.40014265,0.04636017,-0.88426150,-0.73685301,0.50552799,-0.05384526,-0.50874539,0.19697387,0.83207646
0.52000000,0.27717789,0.77771600,-0.22959755,-0.47566089,0.84737589,0.40013411,0.04637211,-0.88095706,-0.74105550,0.50118276,-0.06133738,-0.50616069,0.19883045,0.83508983
0.54000000,0.27717100,0.77772608,-0.22957000,-0.47565904,0.84737404,0.40014100,0.04637396,-0.87769196,-0.74518318,0.49674185,-0.06906029,-0.50389061,0.20081571,0.83778618
0.56000000,0.27714155,0.77773018,-0.22958473,-0.47566600,0.84737118,0.40013609,0.04637191,-0.87457335,-0.74906778,0.49174862,-0.07670288,-0.50157522,0.20303773,0.84039854
0.58000000,0.27709900,0.77771600,-0.22960600,-0.47567077,0.84736177,0.40011946,0.04637423,-0.87133344,-0.75269730,0.48623465,-0.08458251,-0.49895630,0.20537819,0.84308845
0.60000000,0.27710841,0.77772541,-0.22959659,-0.47566389,0.84737370,0.40011441,0.04636700,-0.86801528,-0.75703143,0.48109716,-0.09330375,-0.49618860,0.20747180,0.84607011
0.62000000,0.27709530,0.77772615,-0.22958662,-0.47566047,0.84737638,0.40012438,0.04637162,-0.86463668,-0.76191621,0.47641014,-0.10214491,-0.49364933,0.20950194,0.84926456
0.64000000,0.27706909,0.77770852,-0.22958495,-0.47568548,0.84736900,0.40012605,0.04637900,-0.86073089,-0.76723436,0.47149007,-0.11112211,-0.49093243,0.21167331,0.85251389
0.66000000,0.27709013,0.77772487,-0.22959218,-0.47567356,0.84737344,0.40013213,0.04637900,-0.85676162,-0.77213101,0.46611005,-0.11932219,-0.48788574,0.21406189,0.85586623
0.68000000,0.27686405,0.77770981,-0.22965156,-0.47570050,0.84737669,0.40008681,0.04637900,-0.85154750,-0.77746532,0.45913190,-0.12846647,-0.48386785,0.21711145,0.85962641
0.70000000,0.27656825,0.77766445,-0.22966044,-0.47574933,0.84737322,0.40005834,0.04637900,-0.84474707,-0.78437155,0.45141674,-0.13914632,-0.47888143,0.22069146,0.86443260
0.72000000,0.27682388,0.77774244,-0.22955605,-0.47568021,0.84737268,0.40013830,0.04637900,-0.83859242,-0.79117943,0.44531019,-0.14860112,-0.47471202,0.22387923,0.86895370
0.74000000,0.27702700,0.77784364,-0.22948245,-0.47562263,0.84736109,0.40018055,0.04638309,-0.83329487,-0.79691495,0.43953033,-0.15709656,-0.47165393,0.22712752,0.87275852
0.76000000,0.27700698,0.77779999,-0.22952600,-0.47566999,0.84737300,0.40013299,0.04637899,-0.82836731,-0.80249769,0.43399430,-0.16605725,-0.46862601,0.22998198,0.87645584
0.78000000,0.27699462,0.77779178,-0.22952611,-0.47564216,0.84737705,0.40013673,0.04636289,-0.82297434,-0.80839113,0.42860901,-0.17658864,-0.46523853,0.23238050,0.88024543
0.80000000,0.27701211,0.77780845,-0.22952167,-0.47562189,0.84738844,0.40016922,0.04637511,-0.81768644,-0.81369300,0.42288400,-0.18755456,-0.46188134,0.23446788,0.88389144
0.82000000,0.27686619,0.77778749,-0.22954983,-0.47564149,0.84741368,0.40013768,0.04637083,-0.81321827,-0.81846128,0.41694802,-0.19788560,-0.45848405,0.23673903,0.88754896
0.84000000,0.27669411,0.77781200,-0.22955423,-0.47565847,0.84738100,0.40010500,0.04637900,-0.80878854,-0.82309575,0.41121644,-0.20801153,-0.45543451,0.23941917,0.89083540
0.86000000,0.27667515,0.77781200,-0.22953865,-0.47564200,0.84738100,0.40011603,0.04637900,-0.80404289,-0.82881822,0.40533573,-0.21883888,-0.45239555,0.24212095,0.89462414
0.88000000,0.27678923,0.77781200,-0.22952559,-0.47564559,0.84739536,0.40013741,0.04637541,-0.79953210,-0.83416551,0.39950700,-0.22898665,-0.44908274,0.24483535,0.89825157
0.90000000,0.27673573,0.77781200,-0.22954107,-0.47565753,0.84741840,0.40011486,0.04637053,-0.79540441,-0.83967209,0.39408424,-0.23819729,-0.44563404,0.24773689,0.90181484
0.92000000,0.27665064,0.77780506,-0.22955106,-0.47565906,0.84738953,0.40008794,0.04637553,-0.79061190,-0.84516303,0.38805986,-0.24789957,-0.44221018,0.25058720,0.90528351
0.94000000,0.27664897,0.77779141,-0.22953400,-0.47564200,0.84738100,0.40011524,0.04636700,-0.78512434,-0.85128137,0.38170088,-0.25801489,-0.43838042,0.25306141,0.90903868
0.96000000,0.27676878,0.77780671,-0.22952729,-0.47564200,0.84737764,0.40014436,0.04637036,-0.77992962,-0.85746858,0.37588252,-0.26799562,-0.43503400,0.25543180,0.91276752
0.98000000,0.27675596,0.77782070,-0.22951659,-0.47565189,0.84737230,0.40014311,0.04637900,-0.77520078,-0.86282298,0.37011575,-0.27740554,-0.43188954,0.25796690,0.91669058
1.00000000,0.27660478,0.77780556,-0.22953400,-0.47566190,0.84738422,0.40012022,0.04637900,-0.77035450,-0.86782965,0.36423470,-0.28691457,-0.42865470,0.26104926,0.92026285
1.02000000,0.27663331,0.77779111,-0.22953400,-0.47562733,0.84738989,0.40012589,0.04638211,-0.76557861,-0.87278105,0.35848859,-0.29678298,-0.42554894,0.26381573,0.92382763
1.04000000,0.27674305,0.77780914,-0.22953400,-0.47564791,0.84739319,0.40012309,0.04638795,-0.76079647,-0.87831845,0.35333994,-0.30688567,-0.42230482,0.26626058,0.92735197
1.06000000,0.27671622,0.77783302,-0.22953698,-0.47564491,0.84742304,0.40013802,0.04638198,-0.75669352,-0.88372662,0.34845628,-0.31632564,-0.41899719,0.26892186,0.93079393
1.08000000,0.27662548,0.77782109,-0.22954309,-0.47567834,0.84740209,0.40012317,0.04638517,-0.75260990,-0.88875996,0.34247994,-0.32655589,-0.41620946,0.27152982,0.93440224
1.10000000,0.27669695,0.77781200,-0.22953965,-0.47563918,0.84739018,0.40011065,0.04636982,-0.74838221,-0.89385178,0.33656916,-0.33682567,-0.41358173,0.27381504,0.93754901
1.12000000,0.27677689,0.77781200,-0.22955247,-0.47562723,0.84738377,0.40013177,0.04637900,-0.74411075,-0.89948237,0.33085008,-0.34700809,-0.41068058,0.27574566,0.94075723
1.14000000,0.27685192,0.77781739,-0.22953400,-0.47561531,0.84739569,0.40014908,0.04637900,-0.74009287,-0.90437996,0.32551892,-0.35626996,-0.40767708,0.27790078,0.94415642
1.16000000,0.27679807,0.77783081,-0.22953400,-0.47561637,0.84739981,0.40016922,0.04637641,-0.73651857,-0.90828012,0.32052199,-0.36540323,-0.40473212,0.28025867,0.94729742
1.18000000,0.27672421,0.77780695,-0.22953147,-0.47565147,0.84738100,0.40014100,0.04636953,-0.73234268,-0.91241507,0.31560119,-0.37558111,-0.40143515,0.28280363,0.95028336
1.20000000,0.27677526,0.77780037,-0.22952942,-0.47564695,0.84738100,0.40014595,0.04637653,-0.72818181,-0.91697330,0.31090002,-0.38538680,-0.39742943,0.28480492,0.95393039
1.22000000,0.27666059,0.77784072,-0.22955800,-0.47566115,0.84738100,0.40015530,0.04636457,-0.72410645,-0.92129989,0.30664011,-0.39350969,-0.39466660,0.28674657,0.95706664
1.24000000,0.27661688,0.77782374,-0.22955800,-0.47563730,0.84737865,0.40012170,0.04635265,-0.71994073,-0.92572060,0.30218651,-0.40131219,-0.39225173,0.28909406,0.95999409
1.26000000,0.27674759,0.77786539,-0.22955800,-0.47562241,0.84737781,0.40013880,0.04634741,-0.71631571,-0.93001970,0.29771503,-0.40851972,-0.38979741,0.29157510,0.96275773
1.28000000,0.27673631,0.77783808,-0.22955384,-0.47563784,0.84741077,0.40013108,0.04636700,-0.71226132,-0.93485196,0.29281021,-0.41654245,-0.38731967,0.29372668,0.96571046
1.30000000,0.27677994,0.77784997,-0.22953203,-0.47561800,0.84738100,0.40014691,0.04636700,-0.70874683,-0.93940263,0.28876943,-0.42381119,-0.38508642,0.29539950,0.96836013
1.32000000,0.27680189,0.77785622,-0.22952389,-0.47561989,0.84738100,0.40017133,0.04636511,-0.70540477,-0.94361817,0.28472617,-0.43015147,-0.38296314,0.29710131,0.97063769
1.34000000,0.27682665,0.77783600,-0.22953400,-0.47562634,0.84737551,0.40014466,0.04635683,-0.70204050,-0.94686035,0.28051311,-0.43644287,-0.38078937,0.29899221,0.97310448
1.36000000,0.27689914,0.77783954,-0.22953223,-0.47560954,0.84734854,0.40015968,0.04636700,-0.69893026,-0.94982345,0.27679173,-0.44349345,-0.37849934,0.30082201,0.97540267
1.38000000,0.27683793,0.77786000,-0.22952368,-0.47563000,0.84736900,0.40013068,0.04636700,-0.69608495,-0.95236280,0.27372263,-0.45020370,-0.37643380,0.30247670,0.97753699
1.40000000,0.27677600,0.77785717,-0.22953400,-0.47562858,0.84737042,0.40014242,0.04636983,-0.69276800,-0.95511174,0.27046847,-0.45714836,-0.37448829,0.30408111,0.97965069
1.42000000,0.27677600,0.77783849,-0.22953649,-0.47561800,0.84738100,0.40015176,0.04638727,-0.69007896,-0.95843646,0.26717244,-0.46310619,-0.37252557,0.30542014,0.98210192
1.44000000,0.27677823,0.77785888,-0.22955577,-0.47561800,0.84738100,0.40013988,0.04635500,-0.68778833,-0.96239493,0.26408726,-0.46783262,-0.37055916,0.30671823,0.98411207
1.46000000,0.27680203,0.77784699,-0.22953400,-0.47561699,0.84738100,0.40013103,0.04635804,-0.68516564,-0.96605627,0.26034264,-0.47183328,-0.36876262,0.30819867,0.98615682
1.48000000,0.27682495,0.77783600,-0.22953590,-0.47560695,0.84738100,0.40015205,0.04638815,-0.68297519,-0.96906306,0.25721243,-0.47584493,-0.36742612,0.30974318,0.98783578
1.50000000,0.27683772,0.77783772,-0.22955800,-0.47561800,0.84738100,0.40014272,0.04635672,-0.68110206,-0.97153152,0.25418275,-0.48023487,-0.36581426,0.31108126,0.98947662
1.52000000,0.27685681,0.77785840,-0.22955640,-0.47561800,0.84738100,0.40016420,0.04637820,-0.67930008,-0.97379897,0.25167040,-0.48509989,-0.36440610,0.31231676,0.99095481
1.54000000,0.27681000,0.77783600,-0.22953533,-0.47561800,0.84738100,0.40015233,0.04636633,-0.67732733,-0.97621634,0.24938064,-0.48988964,-0.36264098,0.31330132,0.99241798
1.56000000,0.27677722,0.77783600,-0.22955800,-0.47561800,0.84738100,0.40014039,0.04635500,-0.67566662,-0.97803167,0.24726844,-0.49372461,-0.36071718,0.31391193,0.99376083
1.58000000,0.27680110,0.77783710,-0.22955690,-0.47561800,0.84738045,0.40012955,0.04635500,-0.67395431,-0.97988454,0.24560291,-0.49741949,-0.35961991,0.31478255,0.99480370
1.60000000,0.27682302,0.77785951,-0.22953400,-0.47561800,0.84736949,0.40014149,0.04635598,-0.67234163,-0.98158081,0.24427374,-0.50005876,-0.35852068,0.31540839,0.99594761
1.62000000,0.27680000,0.77784757,-0.22953443,-0.47561800,0.84738100,0.40015257,0.04637900,-0.67095064,-0.98304215,0.24338572,-0.50220704,-0.35766792,0.31616908,0.99707909
1.64000000,0.27680001,0.77783600,-0.22954601,-0.47561799,0.84738099,0.40014100,0.04637899,-0.66968903,-0.98402560,0.24234418,-0.50405848,-0.35698546,0.31685137,0.99814248
1.66000000,0.27681195,0.77783600,-0.22955795,-0.47560605,0.84736905,0.40014100,0.04636705,-0.66840154,-0.98482456,0.24124672,-0.50602554,-0.35627008,0.31733990,0.99878623
1.68000000,0.27681200,0.77784789,-0.22953422,-0.47561789,0.84739278,0.40012911,0.04636700,-0.66710189,-0.98557613,0.24020949,-0.50789787,-0.35534051,0.31785330,0.99940633
1.70000000,0.27681200,0.77785975,-0.22953400,-0.47561800,0.84738125,0.40014075,0.04637875,-0.66623291,-0.98611097,0.23924887,-0.50955866,-0.35473350,0.31820965,1.00007025
1.72000000,0.27681200,0.77783662,-0.22955738,-0.47561800,0.84736931,0.40015269,0.04636731,-0.66544434,-0.98675236,0.23839989,-0.51123954,-0.35419586,0.31853267,1.00078451
1.74000000,0.27681200,0.77784763,-0.22953475,-0.47561800,0.84736900,0.40015300,0.04636700,-0.66500640,-0.98744240,0.23772786,-0.51258329,-0.35384482,0.31886559,1.00138338
1.76000000,0.27680041,0.77781324,-0.22955717,-0.47562959,0.84736900,0.40017617,0.04636700,-0.66463385,-0.98814659,0.23708234,-0.51365515,-0.35355691,0.31918881,1.00188763
1.78000000,0.27681145,0.77784636,-0.22955800,-0.47561855,0.84736900,0.40014264,0.04636700,-0.66438144,-0.98875415,0.23654557,-0.51451567,-0.35331794,0.31937180,1.00216842
1.80000000,0.27681200,0.77783664,-0.22953528,-0.47560664,0.84736900,0.40017507,0.04634428,-0.66424507,-0.98930445,0.23596448,-0.51533773,-0.35319342,0.31958349,1.00243087
1.82000000,0.27680070,0.77784730,-0.22955659,-0.47561730,0.84736900,0.40015441,0.04638819,-0.66415892,-0.98962677,0.23541429,-0.51594589,-0.35302885,0.31976445,1.00257962
1.84000000,0.27681124,0.77784800,-0.22955800,-0.47561800,0.84738024,0.40015300,0.04635729,-0.66409781,-0.98982481,0.23491093,-0.51649702,-0.35291786,0.31985367,1.00277905
1.86000000,0.27681200,0.77785913,-0.22953575,-0.47561800,0.84735875,0.40011962,0.04635500,-0.66403837,-0.98994826,0.23446734,-0.51699836,-0.35281179,0.31990350,1.00283650
1.88000000,0.27681200,0.77784898,-0.22953400,-0.47561800,0.84736802,0.40013904,0.04636602,-0.66400095,-0.99003412,0.23423760,-0.51738757,-0.35275993,0.31997311,1.00290611
1.90000000,0.27681200,0.77785886,-0.22953400,-0.47561800,0.84739072,0.40014100,0.04635614,-0.66399800,-0.99006272,0.23411141,-0.51766877,-0.35269084,0.31998986,1.00296630
