time_s,x_m,y_m,z_m,yaw_rad
0.000000,-0.003963500,0.000000000,0.050000001,0.000000000
0.002000,-0.003963500,0.000000000,0.050000001,0.000004667
0.022000,-0.003963500,0.000000000,0.050000001,0.000301257
0.042000,-0.003963500,0.000000000,0.050000001,0.001031570
0.062000,-0.003963500,0.000000000,0.050000001,0.002167544
0.082000,-0.003963500,0.000000000,0.050000001,0.003682930
0.102000,-0.003963500,0.000000000,0.050000001,0.005553181
0.122000,-0.003963500,0.000000000,0.050000001,0.007755336
0.142000,-0.003963500,0.000000000,0.050000001,0.010267920
0.162000,-0.003963500,0.000000000,0.050000001,0.013070848
0.182000,-0.003963500,0.000000000,0.050000001,0.016145334
0.202000,-0.003963500,0.000000000,0.050000001,0.019473808
0.222000,-0.003963500,0.000000000,0.050000001,0.023039837
0.242000,-0.003963500,0.000000000,0.050000001,0.026828050
0.262000,-0.003963500,0.000000000,0.050000001,0.030824071
0.282000,-0.003963500,0.000000000,0.050000001,0.035014456
0.302000,-0.003963500,0.000000000,0.050000001,0.039386628
0.322000,-0.003963500,0.000000000,0.050000001,0.043928825
0.342000,-0.003963500,0.000000000,0.050000001,0.048630046
0.362000,-0.003963500,0.000000000,0.050000001,0.053480002
0.382000,-0.003963500,0.000000000,0.050000001,0.058469071
0.402000,-0.003963500,0.000000000,0.050000001,0.063588250
0.422000,-0.003963500,0.000000000,0.050000001,0.068829121
0.442000,-0.003963500,0.000000000,0.050000001,0.074183812
0.462000,-0.003963500,0.000000000,0.050000001,0.079644957
0.482000,-0.003963500,0.000000000,0.050000001,0.085205668
0.502000,-0.003963500,0.000000000,0.050000001,0.090859504
0.522000,-0.003963500,0.000000000,0.050000001,0.096600439
0.542000,-0.003963500,0.000000000,0.050000001,0.102422838
0.562000,-0.003963500,0.000000000,0.050000001,0.108321429
0.582000,-0.003963500,0.000000000,0.050000001,0.114291284
0.602000,-0.003963500,0.000000000,0.050000001,0.120327791
0.622000,-0.003963500,0.000000000,0.050000001,0.126426638
0.642000,-0.003963500,0.000000000,0.050000001,0.132583791
0.662000,-0.003963500,0.000000000,0.050000001,0.138795477
0.682000,-0.003963500,0.000000000,0.050000001,0.145058168
0.702000,-0.003963500,0.000000000,0.050000001,0.151368565
0.722000,-0.003963500,0.000000000,0.050000001,0.157723580
0.742000,-0.003963500,0.000000000,0.050000001,0.164120327
0.762000,-0.003963500,0.000000000,0.050000001,0.170556106
0.782000,-0.003963500,0.000000000,0.050000001,0.177028392
0.802000,-0.003963500,0.000000000,0.050000001,0.183534821
0.822000,-0.003963500,0.000000000,0.050000001,0.190073185
0.842000,-0.003963500,0.000000000,0.050000001,0.196641418
0.862000,-0.003963500,0.000000000,0.050000001,0.203237587
0.882000,-0.003963500,0.000000000,0.050000001,0.209859885
0.902000,-0.003963500,0.000000000,0.050000001,0.216506621
0.922000,-0.003963500,0.000000000,0.050000001,0.223176213
0.942000,-0.003963500,0.000000000,0.050000001,0.229867182
0.962000,-0.003963500,0.000000000,0.050000001,0.236578146
0.982000,-0.003963500,0.000000000,0.050000001,0.243307811
1.002000,-0.003963500,0.000000000,0.050000001,0.250054967
1.022000,-0.003963500,0.000000000,0.050000001,0.256818482
1.042000,-0.003963500,0.000000000,0.050000001,0.263597297
1.062000,-0.003963500,0.000000000,0.050000001,0.270390422
1.082000,-0.003963500,0.000000000,0.050000001,0.277196933
1.102000,-0.003963500,0.000000000,0.050000001,0.284015965
1.122000,-0.003963500,0.000000000,0.050000001,0.290846706
1.142000,-0.003963500,0.000000000,0.050000001,0.297688398
1.162000,-0.003963500,0.000000000,0.050000001,0.304540332
1.182000,-0.003963500,0.000000000,0.050000001,0.311401846
1.202000,-0.003963500,0.000000000,0.050000001,0.318272320
1.222000,-0.003963500,0.000000000,0.050000001,0.325151174
1.242000,-0.003963500,0.000000000,0.050000001,0.332037867
1.262000,-0.003963500,0.000000000,0.050000001,0.338931890
1.282000,-0.003963500,0.000000000,0.050000001,0.345832770
1.302000,-0.003963500,0.000000000,0.050000001,0.352740062
1.322000,-0.003963500,0.000000000,0.050000001,0.359653353
1.342000,-0.003963500,0.000000000,0.050000001,0.366572255
1.362000,-0.003963500,0.000000000,0.050000001,0.373496403
1.382000,-0.003963500,0.000000000,0.050000001,0.380425459
1.402000,-0.003963500,0.000000000,0.050000001,0.387359107
1.422000,-0.003963500,0.000000000,0.050000001,0.394297047
1.442000,-0.003963500,0.000000000,0.050000001,0.401239002
1.462000,-0.003963500,0.000000000,0.050000001,0.408184712
1.482000,-0.003963500,0.000000000,0.050000001,0.415133935
1.502000,-0.003963500,0.000000000,0.050000001,0.422086443
1.522000,-0.003963500,0.000000000,0.050000001,0.429042022
1.542000,-0.003963500,0.000000000,0.050000001,0.436000476
1.562000,-0.003963500,0.000000000,0.050000001,0.442961618
1.582000,-0.003963500,0.000000000,0.050000001,0.449925274
1.602000,-0.003963500,0.000000000,0.050000001,0.456891281
1.622000,-0.003963500,0.000000000,0.050000001,0.463859488
