time_s,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
108.38000000,0.27763644,0.77753934,-0.22962056,-0.47551256,0.84736900,0.40011956,0.04636956,-0.38911383,-0.82534581,0.50095131,-0.26030021,-0.64855754,0.13158925,0.52496692
108.40000000,0.27763941,0.77753700,-0.22961800,-0.47551000,0.84736900,0.40011783,0.04636659,-0.38946474,-0.82512429,0.50111093,-0.25968549,-0.64864188,0.13140615,0.52477117
108.42000000,0.27764237,0.77753700,-0.22961800,-0.47551000,0.84736900,0.40012375,0.04636363,-0.38981954,-0.82485529,0.50130300,-0.25899709,-0.64869810,0.13122887,0.52455839
108.44000000,0.27764533,0.77753700,-0.22961800,-0.47551000,0.84736900,0.40012966,0.04636067,-0.39017434,-0.82458629,0.50149507,-0.25830869,-0.64875431,0.13105159,0.52434560
108.46000000,0.27764829,0.77753700,-0.22961800,-0.47551000,0.84736900,0.40013558,0.04635771,-0.39052914,-0.82431729,0.50168714,-0.25762030,-0.64881053,0.13087431,0.52413282
108.48000000,0.27765075,0.77753723,-0.22961825,-0.47551025,0.84736925,0.40014050,0.04635525,-0.39088066,-0.82404711,0.50187885,-0.25692232,-0.64886878,0.13069640,0.52391940
108.50000000,0.27764776,0.77753997,-0.22962124,-0.47551324,0.84737224,0.40013453,0.04635824,-0.39119653,-0.82376407,0.50206663,-0.25612045,-0.64894912,0.13051160,0.52369904
108.52000000,0.27764478,0.77754270,-0.22962422,-0.47551622,0.84737522,0.40012856,0.04636122,-0.39151241,-0.82348103,0.50225441,-0.25531858,-0.64902945,0.13032681,0.52347867
108.54000000,0.27764179,0.77754544,-0.22962721,-0.47551921,0.84737821,0.40012259,0.04636421,-0.39182828,-0.82319798,0.50244220,-0.25451671,-0.64910979,0.13014201,0.52325831
108.56000000,0.27763938,0.77754800,-0.22962962,-0.47552181,0.84738100,0.40011738,0.04636719,-0.39214816,-0.82290884,0.50263265,-0.25370951,-0.64918938,0.12995587,0.52303849
108.58000000,0.27764535,0.77754800,-0.22962365,-0.47551882,0.84738100,0.40012335,0.04637018,-0.39252680,-0.82253020,0.50286227,-0.25282410,-0.64925804,0.12975013,0.52282678
108.60000000,0.27765132,0.77754800,-0.22961768,-0.47551584,0.84738100,0.40012932,0.04637316,-0.39290545,-0.82215155,0.50309190,-0.25193869,-0.64932671,0.12954439,0.52261507
108.62000000,0.27765729,0.77754800,-0.22961171,-0.47551285,0.84738100,0.40013529,0.04637615,-0.39328409,-0.82177291,0.50332152,-0.25105328,-0.64939537,0.12933865,0.52240335
108.64000000,0.27766287,0.77754813,-0.22960600,-0.47551013,0.84738087,0.40014100,0.04637887,-0.39366339,-0.82139163,0.50355181,-0.25016642,-0.64946443,0.12913489,0.52219112
108.66000000,0.27765988,0.77755112,-0.22960600,-0.47551312,0.84737788,0.40014100,0.04637588,-0.39405689,-0.82095336,0.50379631,-0.24924835,-0.64954203,0.12897396,0.52196751
108.68000000,0.27765690,0.77755410,-0.22960600,-0.47551610,0.84737490,0.40014100,0.04637290,-0.39445038,-0.82051510,0.50404081,-0.24833029,-0.64961964,0.12881303,0.52174390
108.70000000,0.27765391,0.77755709,-0.22960600,-0.47551909,0.84737191,0.40014100,0.04636991,-0.39484387,-0.82007683,0.50428532,-0.24741222,-0.64969724,0.12865210,0.52152029
108.72000000,0.27765107,0.77755993,-0.22960614,-0.47552193,0.84736893,0.40014100,0.04636707,-0.39523999,-0.81963573,0.50453301,-0.24648889,-0.64977442,0.12848897,0.52129625
108.74000000,0.27765406,0.77755694,-0.22961211,-0.47551894,0.84736594,0.40014100,0.04637006,-0.39574382,-0.81907816,0.50491169,-0.24534986,-0.64983388,0.12823543,0.52105466
108.76000000,0.27765704,0.77755396,-0.22961808,-0.47551596,0.84736296,0.40014100,0.04637304,-0.39624765,-0.81852058,0.50529038,-0.24421083,-0.64989334,0.12798190,0.52081307
108.78000000,0.27766003,0.77755097,-0.22962406,-0.47551297,0.84735997,0.40014100,0.04637603,-0.39675149,-0.81796301,0.50566906,-0.24307179,-0.64995281,0.12772837,0.52057148
108.80000000,0.27766300,0.77754799,-0.22963000,-0.47551000,0.84735701,0.40014097,0.04637897,-0.39725550,-0.81740579,0.50604787,-0.24193316,-0.65001234,0.12747459,0.52032956
108.82000000,0.27766300,0.77754525,-0.22963000,-0.47551000,0.84736000,0.40013500,0.04637300,-0.39779806,-0.81692592,0.50645336,-0.24088062,-0.65008697,0.12716761,0.52001661
108.84000000,0.27766300,0.77754251,-0.22963000,-0.47551000,0.84736298,0.40012903,0.04636703,-0.39834062,-0.81644604,0.50685885,-0.23982808,-0.65016160,0.12686063,0.51970366
108.86000000,0.27766300,0.77753978,-0.22963000,-0.47551000,0.84736597,0.40012306,0.04636106,-0.39888319,-0.81596617,0.50726434,-0.23877554,-0.65023624,0.12655365,0.51939071
108.88000000,0.27766300,0.77753704,-0.22963000,-0.47551000,0.84736895,0.40011709,0.04635509,-0.39942575,-0.81548629,0.50766984,-0.23772300,-0.65031087,0.12624667,0.51907776
