time_s,x_m,y_m,z_m,yaw_rad
0.000000,-0.003963500,0.000000000,0.050000001,0.000000000
0.002000,-0.003963500,0.000000000,0.050000001,-0.000700000
0.022000,-0.003963500,0.000000000,0.050000001,-0.007700000
0.042000,-0.003963500,0.000000000,0.050000001,-0.014700000
0.062000,-0.003963500,0.000000000,0.050000001,-0.021700000
0.082000,-0.003963500,0.000000000,0.050000001,-0.028700000
0.102000,-0.003963500,0.000000000,0.050000001,-0.035699999
0.122000,-0.003963500,0.000000000,0.050000001,-0.042699999
0.142000,-0.003963500,0.000000000,0.050000001,-0.049699999
0.162000,-0.003963500,0.000000000,0.050000001,-0.056699999
0.182000,-0.003963500,0.000000000,0.050000001,-0.063699999
0.202000,-0.003963500,0.000000000,0.050000001,-0.070699999
0.222000,-0.003963500,0.000000000,0.050000001,-0.077699999
0.242000,-0.003963500,0.000000000,0.050000001,-0.084699999
0.262000,-0.003963500,0.000000000,0.050000001,-0.091699998
0.282000,-0.003963500,0.000000000,0.050000001,-0.098699998
0.302000,-0.003963500,0.000000000,0.050000001,-0.105699998
0.322000,-0.003963500,0.000000000,0.050000001,-0.112699998
0.342000,-0.003963500,0.000000000,0.050000001,-0.119699998
0.362000,-0.003963500,0.000000000,0.050000001,-0.126699998
0.382000,-0.003963500,0.000000000,0.050000001,-0.133699998
0.402000,-0.003963500,0.000000000,0.050000001,-0.140699998
0.422000,-0.003963500,0.000000000,0.050000001,-0.147699997
0.442000,-0.003963500,0.000000000,0.050000001,-0.154699997
0.462000,-0.003963500,0.000000000,0.050000001,-0.161699997
0.482000,-0.003963500,0.000000000,0.050000001,-0.168699997
0.502000,-0.003963500,0.000000000,0.050000001,-0.175699997
0.522000,-0.003963500,0.000000000,0.050000001,-0.182699997
0.542000,-0.003963500,0.000000000,0.050000001,-0.189699997
0.562000,-0.003963500,0.000000000,0.050000001,-0.196699997
0.582000,-0.003963500,0.000000000,0.050000001,-0.203699997
0.602000,-0.003963500,0.000000000,0.050000001,-0.210699996
0.622000,-0.003963500,0.000000000,0.050000001,-0.217699996
0.642000,-0.003963500,0.000000000,0.050000001,-0.224699996
0.662000,-0.003963500,0.000000000,0.050000001,-0.231699996
0.682000,-0.003963500,0.000000000,0.050000001,-0.238699996
0.702000,-0.003963500,0.000000000,0.050000001,-0.245699996
0.722000,-0.003963500,0.000000000,0.050000001,-0.252699996
0.742000,-0.003963500,0.000000000,0.050000001,-0.259699996
0.762000,-0.003963500,0.000000000,0.050000001,-0.266699995
0.782000,-0.003963500,0.000000000,0.050000001,-0.273699995
0.802000,-0.003963500,0.000000000,0.050000001,-0.280699995
0.822000,-0.003963500,0.000000000,0.050000001,-0.287699995
0.842000,-0.003963500,0.000000000,0.050000001,-0.294699995
0.862000,-0.003963500,0.000000000,0.050000001,-0.301699995
0.882000,-0.003963500,0.000000000,0.050000001,-0.308699995
0.902000,-0.003963500,0.000000000,0.050000001,-0.315699995
0.922000,-0.003963500,0.000000000,0.050000001,-0.322699995
0.942000,-0.003963500,0.000000000,0.050000001,-0.329699994
0.962000,-0.003963500,0.000000000,0.050000001,-0.336699994
0.982000,-0.003963500,0.000000000,0.050000001,-0.343699994
1.002000,-0.003963500,0.000000000,0.050000001,-0.350699994
1.022000,-0.003963500,0.000000000,0.050000001,-0.357699994
1.042000,-0.003963500,0.000000000,0.050000001,-0.364699994
